"PupID","MomID","Birthday","Sex","PND","PupMass_g","MomMass_g","ForearmLength_mm","Year"
"V164Pink","V164",2025-05-20,"M",17,10.27,21.36,35.2,2025
"V164Pink","V164",2025-05-20,"M",18,10.5,21.42,36.5,2025
"V164Pink","V164",2025-05-20,"M",19,10.87,21.15,37.5,2025
"V164Pink","V164",2025-05-20,"M",20,10.96,21.22,38.6,2025
"V164Pink","V164",2025-05-20,"M",21,11.13,22.81,38.3,2025
"V164Pink","V164",2025-05-20,"M",22,11.52,21.65,39,2025
"V164Pink","V164",2025-05-20,"M",23,11.61,23.65,39.05,2025
"V164Pink","V164",2025-05-20,"M",24,11.47,22.81,39.6,2025
"V164Pink","V164",2025-05-20,"M",25,11.75,21.07,39.2,2025
"V164Pink","V164",2025-05-20,"M",26,11.54,21.86,40.7,2025
"V164Pink","V164",2025-05-20,"M",27,11.64,21.91,40,2025
"V164Pink","V164",2025-05-20,"M",28,12.02,21.33,41,2025
"V164Pink","V164",2025-05-20,"M",29,11.85,21.47,41.2,2025
"V164Pink","V164",2025-05-20,"M",30,11.41,19.75,42.25,2025
"V164Pink","V164",2025-05-20,"M",31,NA,NA,NA,2025
"V164Pink","V164",2025-05-20,"M",32,NA,NA,NA,2025
"V164Yellow","V164",2025-05-20,"F",1,NA,NA,NA,2025
"V164Yellow","V164",2025-05-20,"F",2,3.42,18.57,16.6,2025
"V164Yellow","V164",2025-05-20,"F",3,3.78,19.01,18.1,2025
"V164Yellow","V164",2025-05-20,"F",4,4.28,21.18,18.55,2025
"V164Yellow","V164",2025-05-20,"F",5,4.85,21.99,19.45,2025
"V164Yellow","V164",2025-05-20,"F",6,5.4,20.79,20.9,2025
"V164Yellow","V164",2025-05-20,"F",7,6.08,20.31,22.85,2025
"V164Yellow","V164",2025-05-20,"F",8,6.85,20.84,24.8,2025
"V164Yellow","V164",2025-05-20,"F",9,7.47,20.34,25.75,2025
"V164Yellow","V164",2025-05-20,"F",10,8.15,22.29,29.5,2025
"V164Yellow","V164",2025-05-20,"F",11,8.69,22.18,31.1,2025
"V164Yellow","V164",2025-05-20,"F",12,8.99,22.67,31.85,2025
"V164Yellow","V164",2025-05-20,"F",13,9.6,22.83,31,2025
"V164Yellow","V164",2025-05-20,"F",14,9.63,21.8,31.8,2025
"V164Yellow","V164",2025-05-20,"F",15,10.1,22.04,34.5,2025
"V164Yellow","V164",2025-05-20,"F",16,10.23,22.38,35.2,2025
"V164Yellow","V164",2025-05-20,"F",17,10.4,21.36,35.1,2025
"V164Yellow","V164",2025-05-20,"F",18,10.66,21.42,36.4,2025
"V164Yellow","V164",2025-05-20,"F",19,10.94,21.15,37,2025
"V164Yellow","V164",2025-05-20,"F",20,10.84,21.22,37.6,2025
"V164Yellow","V164",2025-05-20,"F",21,11.01,22.81,38.4,2025
"V164Yellow","V164",2025-05-20,"F",22,11.35,21.65,38.3,2025
"V164Yellow","V164",2025-05-20,"F",23,11.27,23.65,38.95,2025
"V164Yellow","V164",2025-05-20,"F",24,10.87,22.81,41.4,2025
"V164Yellow","V164",2025-05-20,"F",25,10.63,21.07,39.4,2025
"V164Yellow","V164",2025-05-20,"F",26,10.44,21.86,39.65,2025
"V164Yellow","V164",2025-05-20,"F",27,10.7,21.91,40.1,2025
"V164Yellow","V164",2025-05-20,"F",28,10.89,21.33,40.2,2025
"V164Yellow","V164",2025-05-20,"F",29,10.81,21.47,41.6,2025
"V164Yellow","V164",2025-05-20,"F",30,10.82,19.75,41.1,2025
"V164Yellow","V164",2025-05-20,"F",31,NA,NA,NA,2025
"V164Yellow","V164",2025-05-20,"F",32,NA,NA,NA,2025
"105807Blue","105807",2025-06-06,"M",1,4.47,27.45,18.6,2025
"105807Blue","105807",2025-06-06,"M",2,4.84,27.11,19,2025
"105807Blue","105807",2025-06-06,"M",3,5.45,27.92,21.1,2025
"105807Blue","105807",2025-06-06,"M",4,6.22,26.64,20.9,2025
"105807Blue","105807",2025-06-06,"M",5,6.77,26.48,24,2025
"105807Blue","105807",2025-06-06,"M",6,7.53,27.36,24.55,2025
"105807Blue","105807",2025-06-06,"M",7,7.81,28.08,27.45,2025
"105807Blue","105807",2025-06-06,"M",8,8.48,26.4,27.45,2025
"105807Blue","105807",2025-06-06,"M",9,9.04,27.41,29.9,2025
"105807Blue","105807",2025-06-06,"M",10,9.52,27.65,30.5,2025
"105807Blue","105807",2025-06-06,"M",11,10.18,27.83,31.6,2025
"105807Blue","105807",2025-06-06,"M",12,10.5,26.55,33.4,2025
"105807Blue","105807",2025-06-06,"M",13,10.72,27.66,34.65,2025
"105807Blue","105807",2025-06-06,"M",14,10.88,27.48,35.35,2025
"105807Blue","105807",2025-06-06,"M",15,11.41,28.05,36.55,2025
"105807Blue","105807",2025-06-06,"M",16,11.98,27.53,37.35,2025
"105807Blue","105807",2025-06-06,"M",17,12.19,28.02,38.6,2025
"105807Blue","105807",2025-06-06,"M",18,12.42,27.14,38.5,2025
"105807Blue","105807",2025-06-06,"M",19,12.58,25.01,40.45,2025
"105807Blue","105807",2025-06-06,"M",20,12.8,27.35,39.15,2025
"105807Blue","105807",2025-06-06,"M",21,12.84,26.62,40.4,2025
"105807Blue","105807",2025-06-06,"M",22,13.48,24.42,41.1,2025
"105807Blue","105807",2025-06-06,"M",23,13.12,24.87,40.6,2025
"105807Blue","105807",2025-06-06,"M",24,13.54,24.45,41.8,2025
"105807Blue","105807",2025-06-06,"M",25,12.93,22.96,42,2025
"105807Blue","105807",2025-06-06,"M",26,13.02,23.32,40.8,2025
"105807Blue","105807",2025-06-06,"M",27,12.92,23.82,41,2025
"105807Blue","105807",2025-06-06,"M",28,12.03,NA,41.2,2025
"105807Blue","105807",2025-06-06,"M",29,11.37,NA,42.1,2025
"105807Blue","105807",2025-06-06,"M",30,11.25,NA,42.1,2025
"105807Blue","105807",2025-06-06,"M",31,10.95,NA,41.1,2025
"105807Blue","105807",2025-06-06,"M",32,10.8,NA,NA,2025
"105807NC","105807",2025-06-06,"F",1,4.41,27.45,19.1,2025
"105807NC","105807",2025-06-06,"F",2,4.9,27.11,18.8,2025
"105807NC","105807",2025-06-06,"F",3,5.55,27.92,21.4,2025
"105807NC","105807",2025-06-06,"F",4,6.2,26.64,21.4,2025
"105807NC","105807",2025-06-06,"F",5,6.96,26.48,23.6,2025
"105807NC","105807",2025-06-06,"F",6,7.77,27.36,23.75,2025
"105807NC","105807",2025-06-06,"F",7,8.28,28.08,27.65,2025
"105807NC","105807",2025-06-06,"F",8,8.97,26.4,27.2,2025
"105807NC","105807",2025-06-06,"F",9,9.77,27.41,30.1,2025
"105807NC","105807",2025-06-06,"F",10,10.28,27.65,31.3,2025
"105807NC","105807",2025-06-06,"F",11,11.2,27.83,32.3,2025
"105807NC","105807",2025-06-06,"F",12,11.47,26.55,39.75,2025
"105807NC","105807",2025-06-06,"F",13,12.21,27.66,35.95,2025
"105807NC","105807",2025-06-06,"F",14,12.22,27.48,35.9,2025
"105807NC","105807",2025-06-06,"F",15,12.96,28.05,37.25,2025
"105807NC","105807",2025-06-06,"F",16,13.12,27.53,38.05,2025
"105807NC","105807",2025-06-06,"F",17,13.24,28.02,39.6,2025
"105807NC","105807",2025-06-06,"F",18,13.51,27.14,39.6,2025
"105807NC","105807",2025-06-06,"F",19,13.47,25.01,40.55,2025
"105807NC","105807",2025-06-06,"F",20,13.53,27.35,41.6,2025
"105807NC","105807",2025-06-06,"F",21,14,26.62,42.4,2025
"105807NC","105807",2025-06-06,"F",22,14.36,24.42,40.7,2025
"105807NC","105807",2025-06-06,"F",23,14.15,24.87,41.75,2025
"105807NC","105807",2025-06-06,"F",24,14.35,24.45,41.65,2025
"105807NC","105807",2025-06-06,"F",25,13.78,22.96,41,2025
"105807NC","105807",2025-06-06,"F",26,13.87,23.32,41.9,2025
"105807NC","105807",2025-06-06,"F",27,13.61,23.82,42,2025
"105807NC","105807",2025-06-06,"F",28,13.03,NA,41.25,2025
"105807NC","105807",2025-06-06,"F",29,12.1,NA,41.6,2025
"105807NC","105807",2025-06-06,"F",30,13.59,NA,42.05,2025
"105807NC","105807",2025-06-06,"F",31,14.81,NA,42.7,2025
"105807NC","105807",2025-06-06,"F",32,15.5,NA,NA,2025
"105839Green","105839",2025-06-06,"M",1,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",2,4.74,29.22,19.55,2025
"105839Green","105839",2025-06-06,"M",3,5.31,28.09,20.7,2025
"105839Green","105839",2025-06-06,"M",4,5.7,27.85,21.7,2025
"105839Green","105839",2025-06-06,"M",5,5.92,26.99,22.95,2025
"105839Green","105839",2025-06-06,"M",6,6.52,28.21,23.1,2025
"105839Green","105839",2025-06-06,"M",7,7.28,28.26,26.6,2025
"105839Green","105839",2025-06-06,"M",8,7.82,27.97,27.25,2025
"105839Green","105839",2025-06-06,"M",9,9.07,29.07,29.8,2025
"105839Green","105839",2025-06-06,"M",10,9.46,27.15,30.1,2025
"105839Green","105839",2025-06-06,"M",11,9.54,27.1,30.7,2025
"105839Green","105839",2025-06-06,"M",12,10.09,28.23,33.45,2025
"105839Green","105839",2025-06-06,"M",13,9,28.38,33.8,2025
"105839Green","105839",2025-06-06,"M",14,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",15,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",16,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",17,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",18,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",19,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",20,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",21,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",22,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",23,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",24,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",25,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",26,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",27,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",28,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",29,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",30,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",31,NA,NA,NA,2025
"105839Green","105839",2025-06-06,"M",32,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",1,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",2,4.47,29.22,19.2,2025
"105839Yellow","105839",2025-06-06,"M",3,4.98,28.09,20.1,2025
"105839Yellow","105839",2025-06-06,"M",4,5.46,27.85,21.65,2025
"105839Yellow","105839",2025-06-06,"M",5,6.24,26.99,23.25,2025
"105839Yellow","105839",2025-06-06,"M",6,7,28.21,23.8,2025
"105839Yellow","105839",2025-06-06,"M",7,7.59,28.26,28.15,2025
"105839Yellow","105839",2025-06-06,"M",8,7.69,27.97,27.55,2025
"105839Yellow","105839",2025-06-06,"M",9,7.01,29.07,28.8,2025
"105839Yellow","105839",2025-06-06,"M",10,NA,27.15,NA,2025
"105839Yellow","105839",2025-06-06,"M",11,NA,27.1,NA,2025
"105839Yellow","105839",2025-06-06,"M",12,NA,28.23,NA,2025
"105839Yellow","105839",2025-06-06,"M",13,NA,28.38,NA,2025
"105839Yellow","105839",2025-06-06,"M",14,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",15,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",16,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",17,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",18,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",19,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",20,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",21,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",22,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",23,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",24,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",25,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",26,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",27,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",28,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",29,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",30,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",31,NA,NA,NA,2025
"105839Yellow","105839",2025-06-06,"M",32,NA,NA,NA,2025
"105864Pink","105864",2025-06-05,"F",1,NA,NA,NA,2025
"105864Pink","105864",2025-06-05,"F",2,4.3,26.01,18.8,2025
"105864Pink","105864",2025-06-05,"F",3,4.56,24.83,20.85,2025
"105864Pink","105864",2025-06-05,"F",4,4.88,23.59,20.4,2025
"105864Pink","105864",2025-06-05,"F",5,5.32,22.56,21.1,2025
"105864Pink","105864",2025-06-05,"F",6,5.69,22.55,23.5,2025
"105864Pink","105864",2025-06-05,"F",7,6.18,22.82,23.7,2025
"105864Pink","105864",2025-06-05,"F",8,6.55,22.98,26.75,2025
"105864Pink","105864",2025-06-05,"F",9,7.14,23.44,26.35,2025
"105864Pink","105864",2025-06-05,"F",10,7.78,23.48,29.6,2025
"105864Pink","105864",2025-06-05,"F",11,8.15,23.82,30.05,2025
"105864Pink","105864",2025-06-05,"F",12,8.48,24,30.45,2025
"105864Pink","105864",2025-06-05,"F",13,8.96,23.66,30.75,2025
"105864Pink","105864",2025-06-05,"F",14,9.52,24.36,33.3,2025
"105864Pink","105864",2025-06-05,"F",15,9.76,24.44,34.2,2025
"105864Pink","105864",2025-06-05,"F",16,10.17,24.32,36.15,2025
"105864Pink","105864",2025-06-05,"F",17,10.83,24.27,35.3,2025
"105864Pink","105864",2025-06-05,"F",18,11.12,25.25,37.25,2025
"105864Pink","105864",2025-06-05,"F",19,11.18,24.62,37.5,2025
"105864Pink","105864",2025-06-05,"F",20,11.59,24.97,38.4,2025
"105864Pink","105864",2025-06-05,"F",21,11.59,26,38.65,2025
"105864Pink","105864",2025-06-05,"F",22,11.82,25.32,39.7,2025
"105864Pink","105864",2025-06-05,"F",23,12.28,25.34,39.2,2025
"105864Pink","105864",2025-06-05,"F",24,11.95,25.43,40.05,2025
"105864Pink","105864",2025-06-05,"F",25,11.93,25.98,40.65,2025
"105864Pink","105864",2025-06-05,"F",26,11.93,26.28,40.25,2025
"105864Pink","105864",2025-06-05,"F",27,12.07,25.46,40.4,2025
"105864Pink","105864",2025-06-05,"F",28,11.99,24.22,40.35,2025
"105864Pink","105864",2025-06-05,"F",29,12.28,25.54,40.75,2025
"105864Pink","105864",2025-06-05,"F",30,11.65,24.83,40.7,2025
"105864Pink","105864",2025-06-05,"F",31,11.77,25.33,41.25,2025
"105864Pink","105864",2025-06-05,"F",32,11.56,24.45,39.95,2025
"105864Purple","105864",2025-06-05,"F",1,NA,NA,NA,2025
"105864Purple","105864",2025-06-05,"F",2,4.53,26.01,20.2,2025
"105864Purple","105864",2025-06-05,"F",3,4.83,24.83,21.65,2025
"105864Purple","105864",2025-06-05,"F",4,5.1,23.59,22.35,2025
"105864Purple","105864",2025-06-05,"F",5,5.45,22.56,22.7,2025
"105864Purple","105864",2025-06-05,"F",6,5.86,22.55,23.7,2025
"105864Purple","105864",2025-06-05,"F",7,6.44,22.82,24,2025
"105864Purple","105864",2025-06-05,"F",8,6.83,22.98,27.1,2025
"105864Purple","105864",2025-06-05,"F",9,7.31,23.44,27.65,2025
"105864Purple","105864",2025-06-05,"F",10,8.22,23.48,29.15,2025
"105864Purple","105864",2025-06-05,"F",11,8.41,23.82,31.35,2025
"105864Purple","105864",2025-06-05,"F",12,9.07,24,31.3,2025
"105864Purple","105864",2025-06-05,"F",13,9.35,23.66,33.05,2025
"105864Purple","105864",2025-06-05,"F",14,9.999,24.36,34.4,2025
"105864Purple","105864",2025-06-05,"F",15,10.17,24.44,34.4,2025
"105864Purple","105864",2025-06-05,"F",16,11.12,24.32,36.4,2025
"105864Purple","105864",2025-06-05,"F",17,11.12,24.27,36.4,2025
"105864Purple","105864",2025-06-05,"F",18,11.52,25.25,37.2,2025
"105864Purple","105864",2025-06-05,"F",19,11.44,24.62,37.7,2025
"105864Purple","105864",2025-06-05,"F",20,11.99,24.97,39.9,2025
"105864Purple","105864",2025-06-05,"F",21,11.9,26,39.05,2025
"105864Purple","105864",2025-06-05,"F",22,12.25,25.32,40.3,2025
"105864Purple","105864",2025-06-05,"F",23,12.56,25.34,39.85,2025
"105864Purple","105864",2025-06-05,"F",24,12.26,25.43,40.1,2025
"105864Purple","105864",2025-06-05,"F",25,12.54,25.98,40.15,2025
"105864Purple","105864",2025-06-05,"F",26,12.46,26.28,40.55,2025
"105864Purple","105864",2025-06-05,"F",27,13.09,25.46,40.5,2025
"105864Purple","105864",2025-06-05,"F",28,14.41,24.22,40.65,2025
"105864Purple","105864",2025-06-05,"F",29,15.7,25.54,41.15,2025
"105864Purple","105864",2025-06-05,"F",30,15.73,24.83,41.35,2025
"105864Purple","105864",2025-06-05,"F",31,16.47,25.33,41.7,2025
"105864Purple","105864",2025-06-05,"F",32,17.21,24.45,42.25,2025
"105863Pink","105863",2025-06-06,"M",1,NA,NA,NA,2025
"105863Pink","105863",2025-06-06,"M",2,4.42,33.79,19,2025
"105863Pink","105863",2025-06-06,"M",3,4.92,31.39,20.25,2025
"105863Pink","105863",2025-06-06,"M",4,5.38,28.79,19.7,2025
"105863Pink","105863",2025-06-06,"M",5,5.93,27.67,22.65,2025
"105863Pink","105863",2025-06-06,"M",6,6.7,28.56,23.3,2025
"105863Pink","105863",2025-06-06,"M",7,7.47,28.8,26,2025
"105863Pink","105863",2025-06-06,"M",8,8.11,28.39,26.5,2025
"105863Pink","105863",2025-06-06,"M",9,8.54,29.79,28.45,2025
"105863Pink","105863",2025-06-06,"M",10,9.63,27.79,30,2025
"105863Pink","105863",2025-06-06,"M",11,9.9,27.78,31.1,2025
"105863Pink","105863",2025-06-06,"M",12,10.27,26.61,33,2025
"105863Pink","105863",2025-06-06,"M",13,10.62,28.7,33.2,2025
"105863Pink","105863",2025-06-06,"M",14,11.57,26.05,34.65,2025
"105863Pink","105863",2025-06-06,"M",15,11.78,25.1,30.7,2025
"105863Pink","105863",2025-06-06,"M",16,12.15,24.46,36.1,2025
"105863Pink","105863",2025-06-06,"M",17,12.19,22.54,37.6,2025
"105863Pink","105863",2025-06-06,"M",18,11.94,23.42,39.65,2025
"105863Pink","105863",2025-06-06,"M",19,11.66,22.69,39.2,2025
"105863Pink","105863",2025-06-06,"M",20,11.15,21.81,39.75,2025
"105863Pink","105863",2025-06-06,"M",21,10.85,20.69,39.6,2025
"105863Pink","105863",2025-06-06,"M",22,10.55,20.15,39.65,2025
"105863Pink","105863",2025-06-06,"M",23,9.99,20.55,40,2025
"105863Pink","105863",2025-06-06,"M",24,9.74,20.4,40,2025
"105863Pink","105863",2025-06-06,"M",25,11.01,20.7,40.6,2025
"105863Pink","105863",2025-06-06,"M",26,11.03,19.61,40,2025
"105863Pink","105863",2025-06-06,"M",27,11.7,20.54,39.55,2025
"105863Pink","105863",2025-06-06,"M",28,14.05,21.29,40.8,2025
"105863Pink","105863",2025-06-06,"M",29,15.15,21.9,40.1,2025
"105863Pink","105863",2025-06-06,"M",30,15.3,NA,NA,2025
"105863Pink","105863",2025-06-06,"M",31,NA,NA,NA,2025
"105863Pink","105863",2025-06-06,"M",32,NA,NA,NA,2025
"105863Purple","105863",2025-06-06,"F",1,NA,NA,NA,2025
"105863Purple","105863",2025-06-06,"F",2,4.05,33.79,19.7,2025
"105863Purple","105863",2025-06-06,"F",3,4.51,31.39,20,2025
"105863Purple","105863",2025-06-06,"F",4,4.86,28.79,19.9,2025
"105863Purple","105863",2025-06-06,"F",5,5.26,27.67,22.3,2025
"105863Purple","105863",2025-06-06,"F",6,5.97,28.56,22.8,2025
"105863Purple","105863",2025-06-06,"F",7,6.59,28.8,22.5,2025
"105863Purple","105863",2025-06-06,"F",8,7.56,28.39,25.5,2025
"105863Purple","105863",2025-06-06,"F",9,8.64,29.79,26.95,2025
"105863Purple","105863",2025-06-06,"F",10,9.13,27.79,29.1,2025
"105863Purple","105863",2025-06-06,"F",11,9.93,27.78,29.5,2025
"105863Purple","105863",2025-06-06,"F",12,9.78,26.61,32.85,2025
"105863Purple","105863",2025-06-06,"F",13,10.33,28.7,34.1,2025
"105863Purple","105863",2025-06-06,"F",14,11.15,26.05,35.2,2025
"105863Purple","105863",2025-06-06,"F",15,11.21,25.1,35.75,2025
"105863Purple","105863",2025-06-06,"F",16,11.76,24.46,37.2,2025
"105863Purple","105863",2025-06-06,"F",17,11.8,22.54,37.9,2025
"105863Purple","105863",2025-06-06,"F",18,11.87,23.42,39.8,2025
"105863Purple","105863",2025-06-06,"F",19,11.62,22.69,40.65,2025
"105863Purple","105863",2025-06-06,"F",20,11.22,21.81,41.1,2025
"105863Purple","105863",2025-06-06,"F",21,11.02,20.69,40.65,2025
"105863Purple","105863",2025-06-06,"F",22,20.83,20.15,41.5,2025
"105863Purple","105863",2025-06-06,"F",23,10.37,20.55,40.55,2025
"105863Purple","105863",2025-06-06,"F",24,10.05,20.4,41.2,2025
"105863Purple","105863",2025-06-06,"F",25,10.04,20.7,41.3,2025
"105863Purple","105863",2025-06-06,"F",26,9.7,19.61,41.1,2025
"105863Purple","105863",2025-06-06,"F",27,10.07,20.54,42.2,2025
"105863Purple","105863",2025-06-06,"F",28,10.11,21.29,42.2,2025
"105863Purple","105863",2025-06-06,"F",29,9.68,21.9,41.95,2025
"105863Purple","105863",2025-06-06,"F",30,10.3,NA,NA,2025
"105863Purple","105863",2025-06-06,"F",31,NA,NA,NA,2025
"105863Purple","105863",2025-06-06,"F",32,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",1,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",2,3.88,31.91,18.9,2025
"105808NC","105808",2025-06-07,"M",3,3.86,30.93,18.9,2025
"105808NC","105808",2025-06-07,"M",4,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",5,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",6,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",7,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",8,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",9,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",10,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",11,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",12,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",13,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",14,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",15,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",16,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",17,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",18,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",19,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",20,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",21,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",22,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",23,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",24,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",25,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",26,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",27,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",28,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",29,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",30,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",31,NA,NA,NA,2025
"105808NC","105808",2025-06-07,"M",32,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",1,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",2,4.28,31.91,17.4,2025
"105808Green","105808",2025-06-07,"F",3,4.02,30.93,17.95,2025
"105808Green","105808",2025-06-07,"F",4,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",5,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",6,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",7,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",8,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",9,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",10,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",11,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",12,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",13,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",14,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",15,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",16,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",17,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",18,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",19,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",20,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",21,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",22,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",23,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",24,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",25,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",26,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",27,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",28,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",29,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",30,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",31,NA,NA,NA,2025
"105808Green","105808",2025-06-07,"F",32,NA,NA,NA,2025
"105846Yellow","105846",2025-06-07,"F",1,NA,NA,NA,2025
"105846Yellow","105846",2025-06-07,"F",2,5.58,20.16,20.15,2025
"105846Yellow","105846",2025-06-07,"F",3,5.59,18.29,22,2025
"105846Yellow","105846",2025-06-07,"F",4,6.2,20.42,23.5,2025
"105846Yellow","105846",2025-06-07,"F",5,7.48,21.4,24,2025
"105846Yellow","105846",2025-06-07,"F",6,7.94,21.69,28.05,2025
"105846Yellow","105846",2025-06-07,"F",7,8.61,20.33,28.4,2025
"105846Yellow","105846",2025-06-07,"F",8,9.31,21.18,30.2,2025
"105846Yellow","105846",2025-06-07,"F",9,9.72,21.05,31.1,2025
"105846Yellow","105846",2025-06-07,"F",10,10.32,21.5,32.3,2025
"105846Yellow","105846",2025-06-07,"F",11,10.77,21.33,35,2025
"105846Yellow","105846",2025-06-07,"F",12,11.28,21.91,35.2,2025
"105846Yellow","105846",2025-06-07,"F",13,11.58,20.95,36.4,2025
"105846Yellow","105846",2025-06-07,"F",14,11.62,19.48,37.9,2025
"105846Yellow","105846",2025-06-07,"F",15,11.99,19.3,38.6,2025
"105846Yellow","105846",2025-06-07,"F",16,11.58,18.33,39.35,2025
"105846Yellow","105846",2025-06-07,"F",17,11.25,17.68,39.6,2025
"105846Yellow","105846",2025-06-07,"F",18,10.76,18.64,40.5,2025
"105846Yellow","105846",2025-06-07,"F",19,10.93,16.58,40.45,2025
"105846Yellow","105846",2025-06-07,"F",20,10.58,17.32,41.3,2025
"105846Yellow","105846",2025-06-07,"F",21,10.33,19.23,40.4,2025
